TransactionID,Date,ProductID,BranchID,Quantity,Discount,PaymentMethod
56,2026-01-13,P012,B02,5,13,Credit Card
57,2026-06-25,P024,B01,6,18,E-Wallet
58,2026-05-15,P015,B02,8,2,QRIS
59,2026-01-24,P007,B02,10,17,Credit Card
60,2026-02-10,P015,B01,3,4,Cash
61,2026-01-28,P016,B01,1,5,Debit Card
62,2026-01-26,P011,B04,5,7,QRIS
63,2026-05-02,P017,B01,8,17,Cash
64,2026-03-19,P004,B04,8,0,Debit Card
65,2026-05-04,P011,B02,5,13,Debit Card
66,2026-03-19,P016,B05,7,4,Credit Card
67,2026-06-27,P009,B04,8,13,Credit Card
68,2026-03-12,P021,B05,7,18,E-Wallet
69,2026-02-03,P012,B04,5,9,E-Wallet
70,2026-05-21,P002,B05,4,10,E-Wallet
71,2026-01-01,P024,B05,1,11,E-Wallet
72,2026-05-12,P022,B05,3,5,QRIS
73,2026-05-13,P022,B03,6,2,Cash
74,2026-02-08,P011,B03,8,12,Credit Card
75,2026-04-27,P006,B01,3,18,Cash
76,2026-05-13,P002,B03,6,3,Debit Card
77,2026-05-03,P014,B05,7,19,Credit Card
78,2026-01-18,P003,B02,6,10,Cash
79,2026-04-03,P014,B02,10,9,E-Wallet
80,2026-02-20,P010,B04,9,0,Debit Card
81,2026-06-08,P004,B03,4,12,E-Wallet
82,2026-03-18,P011,B04,3,15,Credit Card
83,2026-02-25,P016,B03,5,8,E-Wallet
84,2026-04-17,P023,B01,7,16,Credit Card
85,2026-06-27,P014,B03,3,2,Credit Card
86,2026-06-12,P007,B04,5,9,QRIS
87,2026-01-11,P013,B02,8,8,Debit Card
88,2026-05-14,P012,B01,7,1,Debit Card
89,2026-04-30,P013,B04,6,5,E-Wallet
90,2026-03-26,P014,B02,7,19,Credit Card
91,2026-03-17,P017,B02,3,2,Credit Card
92,2026-01-08,P022,B03,1,18,QRIS
93,2026-03-22,P008,B01,10,17,Credit Card
94,2026-04-25,P007,B05,4,18,Credit Card
95,2026-05-11,P016,B03,3,15,Credit Card
96,2026-06-08,P008,B01,3,10,QRIS
97,2026-01-25,P011,B03,4,14,Credit Card
98,2026-04-12,P003,B04,5,16,Cash
99,2026-03-11,P014,B05,3,4,Debit Card
100,2026-03-13,P023,B01,6,17,QRIS
101,2026-02-16,P022,B02,9,8,E-Wallet
102,2026-04-01,P021,B02,6,0,E-Wallet
103,2026-04-01,P023,B02,1,4,Debit Card
104,2026-02-06,P010,B04,9,5,Cash
105,2026-02-26,P004,B03,3,17,Credit Card
106,2026-06-23,P021,B04,5,5,Debit Card
107,2026-06-06,P001,B02,10,15,Cash
108,2026-06-23,P025,B02,7,1,Credit Card
109,2026-03-14,P010,B03,9,6,Cash
110,2026-04-13,P025,B04,5,13,E-Wallet
111,2026-05-26,P021,B05,5,5,QRIS
112,2026-03-20,P016,B04,3,11,Cash
113,2026-02-21,P021,B02,1,3,Credit Card
114,2026-05-17,P008,B01,10,7,QRIS
115,2026-06-21,P020,B05,9,13,Cash
116,2026-05-20,P023,B01,2,8,Debit Card
117,2026-06-20,P011,B02,1,8,Cash
118,2026-02-08,P014,B02,3,11,QRIS
119,2026-01-02,P005,B02,9,15,QRIS
120,2026-01-03,P022,B03,6,11,Credit Card
121,2026-04-18,P005,B03,8,9,QRIS
122,2026-05-09,P010,B03,3,14,QRIS
123,2026-05-21,P024,B01,8,19,Cash
124,2026-05-14,P013,B05,6,13,QRIS
125,2026-01-04,P023,B03,9,3,Credit Card
126,2026-05-30,P007,B05,3,19,QRIS
127,2026-05-05,P008,B01,6,13,E-Wallet
128,2026-03-31,P025,B05,8,9,Credit Card
129,2026-02-27,P015,B01,5,3,QRIS
130,2026-02-04,P004,B01,1,17,E-Wallet
131,2026-02-24,P005,B02,5,0,Credit Card
132,2026-05-09,P016,B04,5,10,E-Wallet
133,2026-04-04,P013,B01,5,6,QRIS
134,2026-05-27,P001,B02,5,0,QRIS
135,2026-01-07,P002,B04,2,8,Credit Card
136,2026-02-13,P002,B03,9,17,Debit Card
137,2026-04-15,P004,B05,4,2,Cash
138,2026-04-07,P019,B02,7,5,QRIS
139,2026-01-19,P010,B03,6,10,Cash
140,2026-05-12,P009,B02,4,9,E-Wallet
141,2026-05-11,P001,B03,8,0,QRIS
142,2026-06-18,P019,B04,8,9,Cash
143,2026-02-17,P009,B01,6,15,Cash
144,2026-01-05,P023,B04,6,20,Debit Card
145,2026-02-08,P003,B02,2,8,Credit Card
146,2026-04-04,P021,B02,1,19,Debit Card
147,2026-05-03,P004,B01,10,11,Debit Card
148,2026-06-27,P013,B03,4,12,Credit Card
149,2026-05-07,P010,B03,7,13,Cash
150,2026-06-28,P025,B05,8,8,Credit Card
151,2026-05-28,P004,B01,6,14,E-Wallet
152,2026-02-21,P016,B02,2,15,E-Wallet
153,2026-02-17,P013,B05,2,15,E-Wallet
154,2026-03-20,P005,B03,5,7,Credit Card
155,2026-02-10,P020,B03,5,7,Credit Card
156,2026-06-11,P004,B01,8,16,QRIS
157,2026-05-05,P005,B01,6,8,E-Wallet
158,2026-02-16,P016,B05,1,12,E-Wallet
159,2026-04-19,P015,B04,1,13,QRIS
160,2026-02-08,P006,B03,2,11,Cash
161,2026-04-02,P019,B05,2,18,Cash
162,2026-05-16,P008,B05,6,8,E-Wallet
163,2026-02-27,P007,B01,10,7,QRIS
164,2026-03-08,P001,B02,7,15,E-Wallet
165,2026-03-16,P020,B05,10,2,E-Wallet
166,2026-03-14,P012,B05,3,0,QRIS
167,2026-05-19,P023,B01,10,13,Debit Card
168,2026-01-14,P021,B03,3,15,QRIS
169,2026-05-11,P007,B03,2,2,Credit Card
170,2026-04-13,P016,B01,6,20,E-Wallet
171,2026-04-27,P016,B01,2,13,E-Wallet
172,2026-05-08,P019,B02,9,7,Credit Card
173,2026-02-24,P023,B03,10,17,QRIS
174,2026-02-09,P002,B04,9,2,Credit Card
175,2026-01-03,P004,B02,6,2,Cash
176,2026-06-10,P017,B05,5,7,Cash
177,2026-03-17,P008,B01,3,4,QRIS
178,2026-01-24,P017,B02,9,1,E-Wallet
179,2026-02-25,P003,B01,4,4,Debit Card
180,2026-01-28,P020,B02,5,8,Debit Card
181,2026-01-12,P014,B04,5,5,QRIS
182,2026-01-09,P023,B05,10,7,QRIS
183,2026-02-08,P022,B02,9,2,Cash
184,2026-05-28,P011,B01,9,11,Debit Card
185,2026-05-09,P015,B02,10,3,Cash
186,2026-02-13,P023,B04,1,7,Debit Card
187,2026-01-10,P021,B04,2,9,Cash
188,2026-01-31,P009,B01,8,9,E-Wallet
189,2026-06-15,P006,B02,1,4,Debit Card
190,2026-03-12,P004,B03,2,19,Cash
191,2026-06-12,P012,B04,4,16,QRIS
192,2026-06-12,P002,B02,4,6,Credit Card
193,2026-03-31,P014,B04,7,18,QRIS
194,2026-03-14,P013,B05,6,19,E-Wallet
195,2026-01-21,P003,B01,2,1,E-Wallet
196,2026-05-06,P003,B05,3,20,E-Wallet
197,2026-06-06,P003,B01,3,6,Cash
198,2026-01-06,P007,B05,7,5,E-Wallet
199,2026-01-23,P008,B02,2,16,E-Wallet
200,2026-06-09,P007,B03,4,3,Cash
201,2026-04-09,P002,B02,1,12,E-Wallet
202,2026-02-03,P001,B01,8,0,QRIS
203,2026-03-06,P014,B02,5,15,Cash
204,2026-02-14,P002,B02,4,0,Debit Card
205,2026-04-03,P001,B05,10,8,E-Wallet
206,2026-06-26,P013,B03,8,13,E-Wallet
207,2026-06-19,P021,B05,4,18,Cash
208,2026-04-09,P010,B05,5,7,Debit Card
209,2026-06-24,P007,B01,5,12,E-Wallet
210,2026-03-18,P025,B05,5,18,E-Wallet
211,2026-02-12,P005,B04,9,2,E-Wallet
212,2026-05-15,P014,B01,1,7,E-Wallet
213,2026-03-10,P021,B02,10,7,QRIS
214,2026-03-11,P025,B01,1,2,QRIS
215,2026-05-12,P005,B03,2,17,Credit Card
216,2026-03-02,P003,B03,3,8,QRIS
217,2026-05-18,P010,B02,2,0,Credit Card
218,2026-06-06,P017,B03,8,19,Debit Card
219,2026-05-03,P018,B05,5,12,Debit Card
220,2026-04-05,P025,B02,1,2,Cash
221,2026-05-25,P019,B01,6,4,E-Wallet
222,2026-05-30,P007,B02,10,6,QRIS
223,2026-04-08,P002,B04,7,4,Credit Card
224,2026-06-08,P019,B02,10,4,QRIS
225,2026-04-04,P003,B03,2,12,Credit Card
226,2026-01-15,P023,B02,1,12,Credit Card
227,2026-03-20,P011,B04,4,12,Debit Card
228,2026-05-23,P016,B03,9,10,Debit Card
229,2026-05-07,P017,B02,1,6,QRIS
230,2026-01-03,P010,B03,5,17,Credit Card
231,2026-03-13,P011,B02,1,6,Debit Card
232,2026-03-04,P025,B03,10,0,Credit Card
233,2026-01-28,P023,B01,10,7,Debit Card
234,2026-02-08,P012,B01,6,0,QRIS
235,2026-05-05,P017,B01,9,18,E-Wallet
236,2026-03-29,P019,B01,1,19,E-Wallet
237,2026-03-15,P006,B01,7,10,QRIS
238,2026-04-02,P007,B03,9,20,E-Wallet
239,2026-04-20,P022,B02,4,1,E-Wallet
240,2026-02-25,P017,B02,2,12,E-Wallet
241,2026-02-02,P012,B01,1,14,Cash
242,2026-06-15,P019,B05,8,13,E-Wallet
243,2026-02-01,P005,B01,8,19,Credit Card
244,2026-03-16,P003,B01,5,1,E-Wallet
245,2026-03-04,P023,B04,9,13,Cash
246,2026-02-01,P002,B01,3,18,Credit Card
247,2026-03-22,P003,B05,10,7,Cash
248,2026-03-12,P006,B05,9,17,E-Wallet
249,2026-06-03,P022,B04,9,20,E-Wallet
250,2026-05-15,P020,B01,9,12,QRIS
251,2026-01-22,P006,B03,7,15,Debit Card
252,2026-05-25,P003,B02,6,15,Cash
253,2026-05-26,P013,B05,3,4,QRIS
254,2026-04-04,P022,B03,9,1,E-Wallet
255,2026-01-23,P020,B02,10,5,QRIS
256,2026-04-26,P021,B05,10,4,Cash
257,2026-05-16,P021,B05,2,8,Debit Card
258,2026-06-16,P017,B02,5,14,E-Wallet
259,2026-03-08,P017,B01,4,19,Credit Card
260,2026-03-04,P008,B01,4,5,Debit Card
261,2026-02-26,P011,B03,8,9,Debit Card
262,2026-06-05,P004,B04,9,17,QRIS
263,2026-02-20,P004,B03,3,4,Cash
264,2026-03-16,P006,B04,3,1,Credit Card
265,2026-01-15,P011,B02,9,15,Debit Card
266,2026-03-28,P025,B02,10,19,E-Wallet
267,2026-04-17,P006,B01,6,10,Credit Card
268,2026-01-01,P014,B03,7,4,Cash
269,2026-03-18,P019,B05,8,16,QRIS
270,2026-02-18,P013,B02,9,1,QRIS
271,2026-05-17,P003,B01,1,3,Credit Card
272,2026-03-26,P008,B04,2,10,Cash
273,2026-06-08,P023,B03,10,13,Debit Card
274,2026-02-05,P011,B04,5,0,QRIS
275,2026-05-21,P014,B04,2,4,E-Wallet
276,2026-03-26,P012,B03,6,3,QRIS
277,2026-02-25,P007,B05,6,4,Credit Card
278,2026-01-16,P022,B02,9,2,Credit Card
279,2026-04-30,P015,B02,10,18,Cash
280,2026-05-08,P004,B05,9,17,Credit Card
281,2026-02-22,P021,B01,6,2,Debit Card
282,2026-03-08,P018,B03,10,1,E-Wallet
283,2026-03-10,P022,B05,4,2,E-Wallet
284,2026-03-31,P005,B04,5,3,Cash
285,2026-05-29,P014,B04,8,8,Cash
286,2026-02-11,P014,B02,3,19,Cash
287,2026-03-19,P022,B03,6,13,QRIS
288,2026-05-21,P012,B01,2,14,Cash
289,2026-01-04,P005,B04,10,2,QRIS
290,2026-05-11,P018,B02,4,16,QRIS
291,2026-02-17,P022,B03,1,6,Cash
292,2026-02-25,P020,B02,8,9,Cash
293,2026-03-21,P005,B02,5,6,Debit Card
294,2026-05-18,P003,B02,4,4,QRIS
295,2026-03-26,P024,B03,6,3,Debit Card
296,2026-01-17,P003,B01,9,15,Cash
297,2026-01-08,P009,B04,5,11,Credit Card
298,2026-05-22,P008,B03,10,6,Cash
299,2026-05-22,P014,B03,4,4,Credit Card
300,2026-02-04,P017,B02,2,19,E-Wallet
301,2026-04-17,P010,B03,8,13,Debit Card
302,2026-06-02,P007,B03,6,12,Credit Card
303,2026-02-11,P009,B04,9,14,Debit Card
304,2026-01-11,P003,B01,10,13,E-Wallet
305,2026-06-24,P004,B03,2,10,QRIS
306,2026-06-18,P016,B02,6,3,Cash
307,2026-05-25,P009,B03,8,8,E-Wallet
308,2026-03-04,P009,B04,9,13,Debit Card
309,2026-02-15,P012,B05,3,15,E-Wallet
310,2026-02-08,P013,B03,5,10,QRIS
311,2026-04-16,P006,B05,8,15,Cash
312,2026-02-05,P013,B04,4,11,Debit Card
313,2026-05-23,P006,B05,2,12,Debit Card
314,2026-04-30,P015,B05,1,18,QRIS
315,2026-04-24,P010,B02,5,10,E-Wallet
316,2026-06-20,P003,B04,2,9,Debit Card
317,2026-05-16,P019,B03,6,17,Debit Card
318,2026-03-03,P007,B02,10,0,Debit Card
319,2026-05-11,P008,B03,10,19,QRIS
320,2026-03-02,P011,B03,8,19,Debit Card
321,2026-04-05,P016,B04,3,14,E-Wallet
322,2026-03-08,P021,B03,10,0,Cash
323,2026-06-03,P012,B05,4,1,E-Wallet
324,2026-01-06,P001,B04,1,6,Cash
325,2026-06-24,P024,B03,6,1,QRIS
326,2026-02-25,P024,B05,1,16,E-Wallet
327,2026-05-26,P021,B01,9,3,Credit Card
328,2026-06-01,P010,B04,6,4,Cash
329,2026-01-23,P014,B05,7,8,E-Wallet
330,2026-05-06,P019,B05,1,17,Debit Card
331,2026-03-06,P004,B05,10,10,Credit Card
332,2026-05-01,P018,B01,1,19,QRIS
333,2026-06-21,P018,B03,3,5,Cash
334,2026-04-22,P016,B02,1,4,Credit Card
335,2026-03-05,P023,B05,7,12,Debit Card
336,2026-02-10,P016,B01,8,14,Credit Card
337,2026-02-12,P022,B05,2,10,Cash
338,2026-05-24,P015,B05,9,1,E-Wallet
339,2026-04-07,P008,B01,6,5,Debit Card
340,2026-01-14,P025,B02,7,3,QRIS
341,2026-03-07,P008,B01,5,2,E-Wallet
342,2026-01-25,P015,B02,3,11,QRIS
343,2026-03-25,P008,B04,4,8,Credit Card
344,2026-01-24,P024,B04,5,4,Debit Card
345,2026-06-22,P004,B03,4,14,QRIS
346,2026-02-22,P013,B03,3,2,E-Wallet
347,2026-04-30,P025,B01,2,7,Cash
348,2026-01-08,P005,B01,4,9,QRIS
349,2026-02-14,P008,B02,6,6,Debit Card
350,2026-03-31,P016,B05,6,19,Cash
351,2026-03-31,P002,B03,5,18,E-Wallet
352,2026-06-17,P010,B01,3,12,Cash
353,2026-02-20,P015,B02,5,18,Cash
354,2026-02-26,P006,B01,9,19,Debit Card
355,2026-02-01,P017,B01,2,11,Credit Card
356,2026-04-12,P016,B04,9,20,Credit Card
357,2026-06-16,P021,B05,5,18,Cash
358,2026-03-21,P025,B01,4,16,Debit Card
359,2026-03-04,P021,B03,9,10,Debit Card
360,2026-06-12,P003,B02,9,0,QRIS
361,2026-03-28,P015,B01,2,15,Debit Card
362,2026-02-24,P025,B03,8,18,QRIS
363,2026-03-30,P016,B03,4,20,QRIS
364,2026-03-08,P014,B02,3,12,Credit Card
365,2026-06-26,P015,B05,1,12,E-Wallet
366,2026-04-14,P022,B04,9,10,Credit Card
367,2026-06-29,P003,B05,7,9,QRIS
368,2026-04-16,P024,B02,9,18,Credit Card
369,2026-05-05,P014,B05,1,1,Cash
370,2026-06-08,P009,B01,4,7,E-Wallet
371,2026-05-13,P021,B02,1,0,QRIS
372,2026-05-01,P021,B01,10,2,E-Wallet
373,2026-04-12,P003,B02,9,19,QRIS
374,2026-01-17,P002,B05,6,20,Debit Card
375,2026-05-19,P016,B05,4,14,E-Wallet
376,2026-06-25,P017,B04,5,0,Credit Card
377,2026-03-03,P015,B02,8,9,Credit Card
378,2026-06-05,P019,B01,9,4,QRIS
379,2026-01-13,P025,B02,1,8,Debit Card
380,2026-01-27,P012,B01,5,5,Debit Card
381,2026-06-27,P025,B04,8,11,E-Wallet
382,2026-01-05,P017,B04,3,19,E-Wallet
383,2026-03-25,P001,B05,4,18,QRIS
384,2026-03-09,P014,B03,7,5,E-Wallet
385,2026-06-01,P008,B05,9,0,E-Wallet
386,2026-04-28,P023,B04,1,7,Debit Card
387,2026-01-09,P022,B03,8,0,QRIS
388,2026-02-16,P012,B02,1,2,Credit Card
389,2026-03-19,P023,B01,7,15,Debit Card
390,2026-01-21,P010,B05,1,11,Debit Card
391,2026-01-11,P012,B04,1,11,Cash
392,2026-06-22,P012,B02,7,10,Cash
393,2026-02-01,P022,B01,5,3,Credit Card
394,2026-05-28,P018,B03,3,12,E-Wallet
395,2026-04-21,P018,B05,8,8,Cash
396,2026-06-01,P022,B01,1,18,Debit Card
397,2026-05-06,P025,B04,8,10,QRIS
398,2026-06-08,P017,B03,3,7,E-Wallet
399,2026-03-26,P015,B05,3,16,QRIS
400,2026-04-08,P024,B04,9,10,Cash
401,2026-01-28,P014,B05,7,13,Debit Card
402,2026-02-11,P018,B04,4,9,Cash
403,2026-01-22,P015,B03,7,19,Credit Card
404,2026-03-27,P012,B03,1,15,E-Wallet
405,2026-03-03,P019,B02,7,12,E-Wallet
406,2026-06-18,P025,B04,10,12,QRIS
407,2026-02-27,P019,B02,3,7,Debit Card
408,2026-04-25,P024,B02,5,18,Credit Card
409,2026-03-15,P007,B04,4,13,Credit Card
410,2026-06-17,P012,B02,8,1,E-Wallet
411,2026-06-26,P007,B03,9,6,Cash
412,2026-02-03,P024,B05,9,7,E-Wallet
413,2026-01-21,P007,B05,7,13,Credit Card
414,2026-05-03,P023,B01,10,15,QRIS
415,2026-02-07,P022,B03,9,16,E-Wallet
416,2026-04-04,P023,B05,10,6,E-Wallet
417,2026-01-20,P019,B01,9,18,Cash
418,2026-05-07,P016,B05,7,18,Debit Card
419,2026-03-09,P008,B05,6,2,E-Wallet
420,2026-03-23,P012,B01,4,12,Debit Card
421,2026-02-01,P005,B03,9,4,Debit Card
422,2026-04-02,P015,B02,7,1,Debit Card
423,2026-01-04,P023,B03,1,11,Credit Card
424,2026-06-11,P022,B04,9,7,Debit Card
425,2026-03-06,P010,B02,5,1,Credit Card
426,2026-03-01,P025,B03,9,2,QRIS
427,2026-03-08,P023,B03,8,15,Cash
428,2026-01-20,P001,B01,1,15,Debit Card
429,2026-06-05,P004,B03,9,15,Credit Card
430,2026-01-22,P002,B02,4,6,Debit Card
431,2026-04-27,P003,B03,8,2,QRIS
432,2026-04-15,P006,B02,10,18,Debit Card
433,2026-05-07,P012,B01,4,13,Credit Card
434,2026-05-11,P012,B02,7,4,Cash
435,2026-01-11,P020,B03,5,15,Credit Card
436,2026-02-22,P012,B03,3,7,Debit Card
437,2026-04-28,P023,B01,5,4,Debit Card
438,2026-01-16,P002,B04,6,17,QRIS
439,2026-01-07,P010,B04,6,6,QRIS
440,2026-04-25,P020,B04,6,12,Debit Card
441,2026-04-22,P014,B01,8,5,E-Wallet
442,2026-01-21,P021,B02,9,7,Credit Card
443,2026-04-14,P024,B01,8,17,E-Wallet
444,2026-02-27,P002,B04,8,2,Debit Card
445,2026-06-27,P023,B05,2,8,E-Wallet
446,2026-05-28,P016,B04,1,4,Credit Card
447,2026-05-08,P009,B03,1,14,E-Wallet
448,2026-01-06,P019,B01,2,1,QRIS
449,2026-03-29,P023,B02,5,15,Credit Card
450,2026-03-08,P019,B02,2,13,QRIS
451,2026-06-05,P006,B02,7,15,E-Wallet
452,2026-06-09,P016,B04,1,13,E-Wallet
453,2026-05-12,P018,B03,8,9,E-Wallet
454,2026-06-22,P021,B03,10,3,Debit Card
455,2026-04-04,P019,B02,10,20,Cash
456,2026-01-18,P010,B03,1,20,QRIS
457,2026-02-11,P001,B02,4,4,QRIS
458,2026-01-30,P015,B02,8,12,E-Wallet
459,2026-03-05,P023,B01,4,4,Credit Card
460,2026-02-08,P013,B05,9,3,Debit Card
461,2026-02-12,P022,B02,1,8,Debit Card
462,2026-06-26,P016,B01,5,4,Credit Card
463,2026-05-23,P019,B05,5,2,Credit Card
464,2026-01-29,P004,B02,5,2,Credit Card
465,2026-04-03,P012,B01,4,4,Cash
466,2026-04-28,P015,B01,6,18,E-Wallet
467,2026-01-19,P020,B03,10,16,E-Wallet
468,2026-06-07,P022,B03,4,15,Debit Card
469,2026-06-24,P022,B04,4,18,E-Wallet
470,2026-04-15,P004,B02,5,6,Credit Card
471,2026-02-22,P017,B05,6,8,QRIS
472,2026-04-24,P023,B04,4,6,Debit Card
473,2026-03-14,P012,B04,3,6,Debit Card
474,2026-01-28,P005,B04,4,14,QRIS
475,2026-06-27,P008,B05,2,18,Credit Card
476,2026-01-09,P007,B01,10,17,QRIS
477,2026-06-15,P002,B03,2,15,Cash
478,2026-03-16,P002,B02,2,1,Credit Card
479,2026-06-20,P014,B01,4,12,E-Wallet
480,2026-01-07,P003,B04,6,11,Cash
481,2026-03-25,P008,B02,10,17,Debit Card
482,2026-01-05,P015,B05,9,10,Credit Card
483,2026-03-23,P005,B05,7,18,Cash
484,2026-04-20,P023,B03,2,8,E-Wallet
485,2026-06-04,P023,B02,4,11,Credit Card
486,2026-04-21,P014,B04,5,14,Cash
487,2026-05-09,P003,B01,9,19,QRIS
488,2026-04-21,P011,B04,9,18,Credit Card
489,2026-04-16,P020,B04,1,12,Debit Card
490,2026-03-11,P007,B02,3,4,Credit Card
491,2026-04-13,P017,B02,9,12,QRIS
492,2026-05-07,P013,B04,9,18,E-Wallet
493,2026-05-17,P019,B01,2,11,Cash
494,2026-06-17,P010,B03,9,3,Cash
495,2026-03-07,P020,B01,8,8,QRIS
496,2026-05-04,P009,B04,8,16,Debit Card
497,2026-02-06,P017,B04,6,20,Credit Card
498,2026-04-24,P013,B03,2,14,Cash
499,2026-05-13,P012,B01,9,17,Credit Card
500,2026-01-28,P019,B02,1,5,Cash
501,2026-05-31,P019,B04,3,15,Credit Card
502,2026-06-21,P005,B05,10,4,Debit Card
503,2026-05-13,P013,B04,9,12,E-Wallet
504,2026-05-17,P004,B02,9,9,Cash
505,2026-05-28,P020,B02,7,13,QRIS
506,2026-01-04,P006,B05,5,17,QRIS
507,2026-02-21,P003,B03,2,5,Credit Card
508,2026-02-19,P007,B04,8,20,Debit Card
509,2026-03-28,P009,B03,4,6,Debit Card
510,2026-03-26,P015,B03,4,18,Cash
511,2026-01-17,P015,B02,3,7,Cash
512,2026-05-10,P010,B02,2,19,Debit Card
513,2026-06-01,P022,B04,9,0,Debit Card
514,2026-01-11,P021,B04,4,17,Debit Card
515,2026-03-30,P005,B03,4,19,Debit Card
516,2026-05-06,P004,B03,10,0,Cash
517,2026-06-16,P022,B03,3,14,E-Wallet
518,2026-01-01,P024,B03,9,11,QRIS
519,2026-03-14,P004,B03,6,5,Debit Card
520,2026-04-04,P016,B04,1,14,Credit Card
521,2026-04-19,P015,B04,8,16,QRIS
522,2026-06-19,P009,B03,3,14,Credit Card
523,2026-05-18,P009,B01,8,4,QRIS
524,2026-06-06,P024,B02,8,4,Debit Card
525,2026-03-04,P015,B03,3,19,Credit Card
526,2026-05-28,P020,B04,4,14,Credit Card
527,2026-04-26,P024,B01,2,14,Credit Card
528,2026-04-23,P025,B01,5,17,E-Wallet
529,2026-03-01,P014,B05,6,5,Debit Card
530,2026-04-23,P022,B03,8,16,Cash
531,2026-03-06,P025,B04,8,10,Debit Card
532,2026-02-28,P007,B04,9,18,QRIS
533,2026-06-03,P002,B03,7,15,QRIS
534,2026-06-18,P003,B01,8,6,QRIS
535,2026-02-24,P001,B03,6,2,Credit Card
536,2026-06-29,P025,B04,5,19,QRIS
537,2026-02-03,P019,B02,6,3,E-Wallet
538,2026-06-05,P005,B02,10,3,Cash
539,2026-06-19,P018,B01,3,20,Debit Card
540,2026-03-27,P015,B03,6,3,Credit Card
541,2026-02-09,P019,B01,4,20,Credit Card
542,2026-05-10,P005,B05,6,11,E-Wallet
543,2026-03-20,P016,B01,8,13,Credit Card
544,2026-04-27,P024,B01,6,9,QRIS
545,2026-05-31,P001,B05,5,13,Debit Card
546,2026-05-27,P015,B02,8,7,Debit Card
547,2026-05-12,P005,B01,9,1,Credit Card
548,2026-06-19,P008,B04,5,14,QRIS
549,2026-02-26,P013,B01,5,17,Cash
550,2026-01-15,P020,B05,5,8,Debit Card
551,2026-06-26,P009,B02,3,0,E-Wallet
552,2026-01-16,P004,B05,10,4,Credit Card
553,2026-05-22,P022,B04,3,18,Debit Card
554,2026-03-14,P023,B01,5,19,E-Wallet
555,2026-06-01,P014,B04,1,6,Debit Card
556,2026-04-14,P010,B05,5,5,E-Wallet
557,2026-01-23,P011,B04,3,18,E-Wallet
558,2026-02-07,P003,B04,10,4,Credit Card
559,2026-03-26,P001,B04,4,7,Credit Card
560,2026-04-19,P007,B04,1,18,Debit Card
561,2026-01-05,P010,B05,3,16,E-Wallet
562,2026-06-13,P016,B01,2,0,QRIS
563,2026-06-16,P013,B04,7,2,Cash
564,2026-01-19,P009,B02,2,0,Credit Card
