TransactionID,Date,ProductID,BranchID,Quantity,Discount,PaymentMethod
92,2026-01-29,P019,B01,2,7,Cash
93,2026-01-17,P018,B03,7,3,Debit Card
94,2026-01-21,P002,B04,1,0,E-Wallet
95,2026-02-23,P015,B05,9,15,E-Wallet
96,2026-05-05,P025,B03,6,13,Debit Card
97,2026-02-16,P016,B02,3,16,QRIS
98,2026-03-10,P017,B04,8,1,Credit Card
99,2026-01-21,P012,B05,5,18,Debit Card
100,2026-02-22,P003,B03,6,19,QRIS
101,2026-05-04,P002,B02,8,15,QRIS
102,2026-06-27,P007,B01,1,13,E-Wallet
103,2026-06-04,P011,B03,9,3,E-Wallet
104,2026-03-31,P023,B04,3,20,Cash
105,2026-03-15,P023,B04,1,11,E-Wallet
106,2026-03-19,P016,B02,4,17,Credit Card
107,2026-04-01,P016,B05,1,20,QRIS
108,2026-01-22,P011,B03,3,3,Debit Card
109,2026-02-11,P001,B04,9,1,Cash
110,2026-04-12,P001,B01,7,19,Debit Card
111,2026-03-07,P010,B05,9,12,Cash
112,2026-06-29,P005,B03,6,14,E-Wallet
113,2026-01-26,P008,B01,5,5,E-Wallet
114,2026-06-07,P005,B01,1,19,QRIS
115,2026-03-17,P012,B02,8,3,Cash
116,2026-03-23,P014,B04,4,1,Cash
117,2026-06-06,P015,B03,8,20,Debit Card
118,2026-02-22,P001,B01,1,12,Cash
119,2026-01-05,P015,B04,4,16,QRIS
120,2026-02-16,P002,B04,8,14,Credit Card
121,2026-01-27,P012,B03,3,13,E-Wallet
122,2026-05-18,P020,B05,5,19,Cash
123,2026-03-05,P025,B02,1,15,QRIS
124,2026-05-25,P007,B01,2,4,QRIS
125,2026-02-19,P011,B03,9,0,QRIS
126,2026-01-14,P009,B03,3,8,Credit Card
127,2026-06-01,P014,B02,5,12,Cash
128,2026-06-14,P006,B01,6,1,Credit Card
129,2026-03-28,P003,B01,7,13,Cash
130,2026-02-05,P001,B04,10,0,Cash
131,2026-01-12,P012,B04,9,7,E-Wallet
132,2026-05-14,P011,B02,6,3,Cash
133,2026-06-16,P018,B04,3,14,Debit Card
134,2026-02-25,P016,B01,2,15,Credit Card
135,2026-02-01,P020,B05,1,10,Credit Card
136,2026-01-25,P017,B03,6,8,Cash
137,2026-04-30,P023,B05,9,15,Debit Card
138,2026-04-21,P007,B02,10,7,E-Wallet
139,2026-01-12,P013,B04,6,7,QRIS
140,2026-01-28,P013,B05,10,14,E-Wallet
141,2026-04-30,P023,B04,1,0,QRIS
142,2026-02-16,P011,B04,9,10,QRIS
143,2026-02-11,P016,B05,8,8,QRIS
144,2026-02-24,P006,B03,9,0,E-Wallet
145,2026-05-27,P004,B01,6,9,Debit Card
146,2026-03-14,P015,B01,3,16,E-Wallet
147,2026-02-22,P016,B02,5,12,Cash
148,2026-05-14,P010,B03,2,18,Credit Card
149,2026-05-02,P020,B02,9,13,Cash
150,2026-06-10,P007,B05,10,16,E-Wallet
151,2026-05-20,P005,B01,1,15,Debit Card
152,2026-03-09,P006,B01,10,3,Credit Card
153,2026-03-12,P019,B03,2,14,Cash
154,2026-04-09,P013,B05,10,7,QRIS
155,2026-04-14,P016,B02,1,20,Credit Card
156,2026-01-12,P023,B05,7,0,Cash
157,2026-01-16,P023,B01,7,0,Cash
158,2026-04-21,P021,B01,5,1,E-Wallet
159,2026-01-17,P008,B03,4,0,Credit Card
160,2026-05-03,P014,B04,7,3,Credit Card
161,2026-01-28,P010,B05,9,9,E-Wallet
162,2026-01-27,P025,B03,5,9,Credit Card
163,2026-05-09,P003,B05,1,0,Credit Card
164,2026-01-23,P016,B04,8,2,Cash
165,2026-03-14,P017,B01,2,6,Credit Card
166,2026-03-27,P018,B05,10,13,QRIS
167,2026-04-10,P003,B02,1,8,Debit Card
168,2026-04-11,P001,B03,1,17,Cash
169,2026-03-14,P006,B04,7,0,QRIS
170,2026-02-03,P009,B05,4,0,Credit Card
171,2026-05-29,P024,B02,3,16,Debit Card
172,2026-02-28,P006,B04,1,18,E-Wallet
173,2026-04-20,P008,B02,10,14,Credit Card
174,2026-04-25,P014,B01,7,3,QRIS
175,2026-04-01,P014,B03,5,1,Debit Card
176,2026-05-16,P012,B04,2,16,E-Wallet
177,2026-05-20,P008,B04,1,0,E-Wallet
178,2026-01-29,P006,B02,5,10,QRIS
179,2026-06-16,P008,B02,5,7,E-Wallet
180,2026-03-19,P017,B03,6,14,Debit Card
181,2026-06-11,P007,B02,4,20,Cash
182,2026-04-30,P010,B01,2,18,Credit Card
183,2026-04-11,P010,B02,4,5,QRIS
184,2026-02-10,P010,B05,7,7,Credit Card
185,2026-06-18,P014,B03,2,13,Credit Card
186,2026-03-24,P016,B02,4,16,Credit Card
187,2026-01-26,P008,B04,3,10,Debit Card
188,2026-04-19,P024,B05,3,10,Cash
189,2026-05-12,P002,B01,5,10,E-Wallet
190,2026-03-02,P025,B04,7,14,QRIS
191,2026-03-05,P017,B03,5,15,Debit Card
192,2026-03-23,P021,B01,10,3,QRIS
193,2026-02-07,P011,B02,10,4,E-Wallet
194,2026-03-05,P007,B02,7,15,Credit Card
195,2026-02-18,P001,B02,1,6,QRIS
196,2026-02-12,P011,B02,2,3,Debit Card
197,2026-03-10,P001,B02,9,18,QRIS
198,2026-06-13,P007,B04,3,4,QRIS
199,2026-04-29,P024,B01,10,14,E-Wallet
200,2026-01-29,P001,B04,3,3,E-Wallet
201,2026-04-10,P017,B02,2,20,E-Wallet
202,2026-02-05,P024,B02,6,5,QRIS
203,2026-02-22,P013,B01,7,13,Debit Card
204,2026-05-22,P018,B03,1,11,Cash
205,2026-06-06,P024,B03,10,8,Credit Card
206,2026-04-15,P015,B04,2,5,Cash
207,2026-05-06,P021,B05,7,7,QRIS
208,2026-03-10,P018,B04,9,19,Credit Card
209,2026-02-05,P006,B03,8,19,Debit Card
210,2026-02-14,P007,B02,9,10,Credit Card
211,2026-05-21,P011,B01,9,15,Debit Card
212,2026-01-20,P001,B05,10,14,Debit Card
213,2026-02-01,P009,B03,10,10,E-Wallet
214,2026-02-06,P024,B03,10,16,QRIS
215,2026-05-15,P005,B01,1,12,Cash
216,2026-03-09,P007,B04,2,9,Credit Card
217,2026-06-06,P022,B02,3,20,QRIS
218,2026-03-23,P006,B04,5,6,Debit Card
219,2026-03-30,P023,B01,5,2,Debit Card
220,2026-03-07,P002,B02,3,16,Credit Card
221,2026-02-17,P004,B03,1,20,E-Wallet
222,2026-02-02,P018,B01,6,17,E-Wallet
223,2026-06-13,P023,B04,10,19,Debit Card
224,2026-04-16,P025,B02,2,7,QRIS
225,2026-03-23,P022,B02,6,2,Cash
226,2026-05-10,P008,B05,4,10,E-Wallet
227,2026-01-23,P024,B01,2,11,Credit Card
228,2026-04-06,P011,B04,6,9,E-Wallet
229,2026-05-15,P001,B05,8,0,Credit Card
230,2026-02-02,P024,B04,2,3,Credit Card
231,2026-02-19,P004,B01,10,9,Cash
232,2026-03-24,P019,B01,1,9,QRIS
233,2026-04-11,P021,B01,5,17,Credit Card
234,2026-01-08,P018,B03,10,15,Cash
235,2026-02-21,P003,B01,5,0,QRIS
236,2026-02-02,P007,B04,10,2,Debit Card
237,2026-01-11,P025,B02,1,2,Debit Card
238,2026-02-03,P007,B05,10,19,Debit Card
239,2026-02-07,P024,B05,6,13,Cash
240,2026-02-04,P019,B03,1,14,Cash
241,2026-01-20,P020,B05,1,20,Credit Card
242,2026-04-06,P021,B03,2,9,Cash
243,2026-01-14,P018,B04,6,6,Cash
244,2026-05-09,P017,B01,1,10,QRIS
245,2026-03-25,P021,B03,3,5,Cash
246,2026-06-03,P003,B04,3,11,Debit Card
247,2026-06-11,P022,B05,5,10,E-Wallet
248,2026-05-25,P023,B04,7,20,Credit Card
249,2026-05-11,P014,B02,4,5,QRIS
250,2026-06-28,P013,B03,5,9,QRIS
251,2026-05-12,P001,B05,5,12,E-Wallet
252,2026-01-14,P004,B04,2,19,Debit Card
253,2026-06-26,P022,B01,10,9,Credit Card
254,2026-05-18,P008,B01,2,11,Debit Card
255,2026-02-18,P023,B05,9,4,Credit Card
256,2026-03-01,P005,B04,8,11,Cash
257,2026-01-23,P016,B02,7,8,Credit Card
258,2026-03-30,P007,B02,1,4,E-Wallet
259,2026-02-20,P001,B03,5,11,E-Wallet
260,2026-03-07,P025,B05,2,10,E-Wallet
261,2026-02-01,P015,B04,6,8,E-Wallet
262,2026-01-13,P011,B01,9,1,Credit Card
263,2026-04-27,P015,B04,5,3,Credit Card
264,2026-03-12,P016,B05,1,3,Cash
265,2026-01-05,P021,B05,4,8,QRIS
266,2026-03-02,P008,B05,7,0,E-Wallet
267,2026-02-03,P024,B05,5,18,E-Wallet
268,2026-01-27,P004,B04,7,15,QRIS
269,2026-05-05,P014,B01,6,13,Debit Card
270,2026-04-13,P011,B03,3,14,Credit Card
271,2026-01-13,P013,B03,2,14,QRIS
272,2026-03-24,P015,B02,8,17,QRIS
273,2026-02-02,P012,B05,6,18,Cash
274,2026-01-13,P025,B05,5,9,Debit Card
275,2026-01-18,P001,B05,7,5,Credit Card
276,2026-02-26,P015,B01,6,0,QRIS
277,2026-05-25,P012,B05,4,8,Credit Card
278,2026-04-04,P013,B03,7,0,Debit Card
279,2026-06-22,P011,B01,1,17,QRIS
280,2026-03-12,P018,B01,3,17,QRIS
281,2026-04-18,P023,B05,2,10,QRIS
282,2026-05-28,P020,B02,3,11,Debit Card
283,2026-02-03,P007,B03,1,5,Cash
284,2026-01-26,P023,B03,1,0,Debit Card
285,2026-03-11,P022,B01,10,1,Cash
286,2026-05-18,P005,B03,4,0,QRIS
287,2026-03-17,P009,B04,5,3,E-Wallet
288,2026-06-24,P008,B02,6,13,Cash
289,2026-03-09,P010,B04,9,6,Credit Card
290,2026-05-29,P011,B05,5,1,QRIS
291,2026-01-31,P010,B01,10,8,E-Wallet
292,2026-03-03,P003,B04,3,17,Debit Card
293,2026-02-22,P008,B02,4,3,Debit Card
294,2026-05-06,P025,B05,9,19,Cash
295,2026-03-29,P010,B04,6,7,E-Wallet
296,2026-04-13,P016,B02,1,10,Debit Card
297,2026-04-23,P009,B01,10,13,E-Wallet
298,2026-01-23,P014,B03,10,17,E-Wallet
299,2026-06-04,P023,B02,1,11,Credit Card
300,2026-05-06,P006,B01,10,10,E-Wallet
301,2026-04-23,P017,B05,1,12,QRIS
302,2026-03-11,P005,B05,6,0,E-Wallet
303,2026-04-14,P019,B05,6,17,Cash
304,2026-03-29,P023,B01,2,14,E-Wallet
305,2026-02-27,P020,B05,9,17,Credit Card
306,2026-05-16,P020,B02,2,4,E-Wallet
307,2026-04-18,P005,B02,7,16,Credit Card
308,2026-01-27,P018,B03,7,4,E-Wallet
309,2026-02-18,P017,B02,2,8,Credit Card
310,2026-04-02,P006,B04,8,10,Debit Card
311,2026-01-11,P001,B03,10,11,E-Wallet
312,2026-04-23,P003,B02,4,7,Cash
313,2026-05-04,P005,B04,5,13,E-Wallet
314,2026-05-17,P011,B04,3,2,E-Wallet
315,2026-03-18,P013,B02,6,17,E-Wallet
316,2026-06-06,P008,B02,1,18,Credit Card
317,2026-05-22,P003,B03,4,0,Credit Card
318,2026-04-05,P023,B03,4,7,Credit Card
319,2026-05-16,P013,B03,1,20,Debit Card
320,2026-02-07,P015,B03,5,7,QRIS
321,2026-03-09,P012,B04,3,17,Cash
322,2026-02-11,P010,B01,4,8,QRIS
323,2026-03-08,P021,B05,10,9,E-Wallet
324,2026-01-31,P014,B02,7,16,Cash
325,2026-02-01,P005,B04,1,12,E-Wallet
326,2026-02-10,P009,B01,6,6,E-Wallet
327,2026-04-21,P015,B02,9,16,Cash
328,2026-04-04,P012,B05,4,20,QRIS
329,2026-06-14,P003,B04,10,9,E-Wallet
330,2026-03-15,P024,B02,9,17,QRIS
331,2026-04-27,P024,B01,5,1,QRIS
332,2026-03-02,P008,B04,9,12,Debit Card
333,2026-05-04,P013,B05,3,18,E-Wallet
334,2026-05-24,P024,B05,10,18,Debit Card
335,2026-06-02,P011,B01,5,7,QRIS
336,2026-05-06,P020,B01,5,13,Debit Card
337,2026-05-25,P010,B01,1,2,Debit Card
338,2026-03-21,P016,B01,10,20,Cash
339,2026-01-14,P008,B04,3,18,E-Wallet
340,2026-05-11,P022,B02,8,13,QRIS
341,2026-06-13,P019,B01,5,0,QRIS
342,2026-04-17,P017,B02,8,2,Cash
343,2026-05-25,P025,B01,9,12,QRIS
344,2026-04-16,P012,B04,9,3,E-Wallet
345,2026-04-13,P022,B04,4,13,Cash
346,2026-05-12,P022,B05,10,3,Credit Card
347,2026-01-09,P019,B04,6,17,Debit Card
348,2026-01-03,P006,B05,3,15,QRIS
349,2026-01-18,P017,B02,7,13,Debit Card
350,2026-04-18,P011,B01,8,4,QRIS
351,2026-04-14,P008,B04,7,15,E-Wallet
352,2026-04-24,P020,B05,6,18,QRIS
353,2026-03-11,P006,B01,2,7,E-Wallet
354,2026-04-11,P017,B03,1,15,Credit Card
355,2026-06-05,P002,B01,3,9,Cash
356,2026-02-15,P007,B01,10,19,Debit Card
357,2026-01-15,P021,B03,10,14,Credit Card
358,2026-06-12,P003,B02,1,5,Cash
359,2026-03-13,P020,B03,8,5,E-Wallet
360,2026-02-13,P009,B05,3,18,QRIS
361,2026-04-17,P013,B04,2,17,QRIS
362,2026-06-03,P002,B01,4,15,Credit Card
363,2026-05-13,P019,B01,1,11,QRIS
364,2026-05-21,P023,B05,7,12,E-Wallet
365,2026-03-23,P001,B02,2,2,Debit Card
366,2026-01-13,P016,B05,9,18,QRIS
367,2026-02-09,P024,B05,7,16,Debit Card
368,2026-04-24,P013,B05,1,17,E-Wallet
369,2026-05-19,P017,B04,4,12,E-Wallet
370,2026-05-03,P005,B04,4,0,Debit Card
371,2026-04-05,P017,B04,5,6,Debit Card
372,2026-05-26,P006,B03,6,18,QRIS
373,2026-05-10,P004,B01,4,4,Credit Card
374,2026-02-07,P009,B03,2,11,Cash
375,2026-02-27,P004,B05,8,5,QRIS
376,2026-05-25,P018,B05,5,17,E-Wallet
377,2026-04-26,P004,B03,9,6,Debit Card
378,2026-03-05,P001,B02,10,11,Cash
379,2026-04-04,P007,B05,5,4,Credit Card
380,2026-06-20,P015,B03,9,18,QRIS
381,2026-06-28,P011,B04,2,1,Debit Card
382,2026-03-28,P014,B03,8,14,Credit Card
383,2026-04-04,P014,B02,5,1,Credit Card
384,2026-05-25,P013,B03,10,13,QRIS
385,2026-05-02,P005,B05,4,13,Debit Card
386,2026-02-20,P009,B04,5,6,Cash
387,2026-01-25,P008,B03,10,8,Cash
388,2026-05-11,P020,B04,8,0,Debit Card
389,2026-03-19,P002,B04,2,20,E-Wallet
390,2026-03-01,P007,B03,9,15,Credit Card
391,2026-06-10,P025,B03,8,0,Credit Card
392,2026-06-05,P010,B04,5,8,Cash
393,2026-01-18,P010,B02,10,8,E-Wallet
394,2026-06-04,P001,B01,2,16,Cash
395,2026-03-23,P022,B01,3,1,Debit Card
396,2026-01-02,P022,B01,3,3,Cash
397,2026-03-21,P008,B03,4,19,Cash
398,2026-02-05,P017,B03,1,1,Debit Card
399,2026-03-21,P025,B03,6,4,QRIS
400,2026-03-21,P001,B02,9,18,Credit Card
401,2026-01-11,P009,B03,6,17,QRIS
402,2026-02-25,P021,B04,4,18,Cash
403,2026-04-21,P002,B04,4,7,E-Wallet
404,2026-05-10,P013,B05,8,4,Debit Card
405,2026-03-14,P016,B01,10,6,E-Wallet
406,2026-06-16,P003,B04,10,3,E-Wallet
407,2026-06-16,P011,B01,10,13,E-Wallet
408,2026-01-17,P016,B02,8,0,Debit Card
409,2026-05-12,P007,B05,9,17,Cash
410,2026-02-06,P025,B03,10,0,Credit Card
411,2026-01-09,P018,B03,8,8,Credit Card
412,2026-01-05,P017,B02,3,5,E-Wallet
413,2026-06-25,P016,B03,10,0,Credit Card
414,2026-05-10,P012,B02,1,10,Cash
415,2026-05-09,P024,B05,2,7,QRIS
416,2026-05-25,P012,B01,5,13,Cash
417,2026-06-20,P012,B03,8,12,Cash
418,2026-01-04,P014,B03,1,20,QRIS
419,2026-03-06,P020,B05,6,8,Cash
420,2026-06-27,P003,B04,7,10,Credit Card
421,2026-06-08,P016,B04,10,4,QRIS
422,2026-03-10,P010,B01,6,19,Credit Card
423,2026-02-24,P004,B02,8,0,Credit Card
424,2026-05-01,P009,B05,6,0,E-Wallet
425,2026-06-12,P002,B01,1,15,E-Wallet
426,2026-03-04,P002,B02,1,10,Cash
427,2026-03-24,P004,B04,5,16,Cash
428,2026-03-27,P009,B04,1,13,QRIS
429,2026-02-17,P017,B03,7,10,E-Wallet
430,2026-03-25,P005,B02,10,8,E-Wallet
431,2026-06-01,P010,B02,3,3,Credit Card
432,2026-05-06,P025,B05,6,19,Credit Card
433,2026-02-16,P023,B04,8,19,Cash
434,2026-01-24,P025,B05,10,2,Cash
435,2026-01-27,P002,B05,7,8,QRIS
436,2026-03-23,P019,B03,6,10,Debit Card
437,2026-06-07,P010,B02,2,15,E-Wallet
438,2026-05-21,P013,B02,4,20,QRIS
439,2026-05-29,P007,B03,6,14,QRIS
440,2026-06-10,P019,B02,3,7,E-Wallet
441,2026-05-28,P009,B03,2,6,Debit Card
442,2026-02-09,P013,B02,10,15,Debit Card
443,2026-05-02,P010,B04,1,3,E-Wallet
444,2026-05-31,P013,B05,6,11,QRIS
445,2026-01-06,P007,B05,8,20,Debit Card
446,2026-06-06,P023,B02,7,5,QRIS
447,2026-04-20,P010,B04,3,5,Credit Card
448,2026-02-24,P018,B04,1,8,Credit Card
449,2026-02-09,P005,B01,6,5,Credit Card
450,2026-02-09,P015,B03,5,5,Debit Card
451,2026-01-25,P006,B04,10,8,Cash
452,2026-04-20,P003,B03,7,3,Cash
453,2026-02-02,P002,B02,3,16,Cash
454,2026-02-22,P014,B03,9,11,Credit Card
455,2026-04-28,P009,B03,7,12,Cash
456,2026-04-19,P001,B05,4,0,Cash
457,2026-05-19,P024,B01,5,8,E-Wallet
458,2026-06-13,P001,B02,5,18,QRIS
459,2026-02-17,P007,B03,5,2,QRIS
460,2026-06-22,P020,B05,4,7,Debit Card
461,2026-05-03,P016,B02,5,11,QRIS
462,2026-01-31,P013,B05,10,20,Cash
463,2026-04-10,P008,B02,4,18,Debit Card
464,2026-05-20,P017,B03,6,6,E-Wallet
465,2026-04-07,P014,B04,2,9,Credit Card
466,2026-02-16,P020,B05,5,17,Credit Card
467,2026-02-18,P014,B04,7,9,Credit Card
468,2026-06-08,P022,B03,6,8,Cash
469,2026-06-13,P015,B02,6,19,Credit Card
470,2026-05-01,P008,B03,3,0,Cash
471,2026-02-25,P015,B05,10,11,E-Wallet
472,2026-04-27,P010,B04,4,13,Debit Card
473,2026-01-10,P002,B01,8,15,QRIS
474,2026-05-16,P010,B04,6,10,QRIS
475,2026-05-19,P023,B04,1,6,QRIS
476,2026-03-02,P009,B01,3,10,QRIS
477,2026-03-29,P019,B03,2,4,Cash
478,2026-05-10,P004,B01,3,16,Cash
479,2026-03-28,P019,B03,6,7,E-Wallet
480,2026-02-09,P020,B02,9,0,Cash
481,2026-02-10,P022,B02,6,17,Cash
482,2026-05-21,P001,B03,9,7,E-Wallet
483,2026-06-17,P020,B03,3,10,E-Wallet
484,2026-03-12,P006,B01,5,14,Debit Card
485,2026-04-17,P025,B02,10,10,Debit Card
486,2026-01-15,P025,B05,6,19,Cash
487,2026-03-11,P013,B02,9,16,QRIS
488,2026-01-10,P004,B05,9,20,E-Wallet
489,2026-06-10,P001,B02,3,13,Debit Card
490,2026-03-21,P007,B01,4,4,E-Wallet
491,2026-04-26,P001,B03,9,10,QRIS
492,2026-03-04,P024,B05,10,3,E-Wallet
493,2026-04-30,P003,B04,4,13,QRIS
494,2026-05-01,P005,B05,5,14,Debit Card
495,2026-04-20,P007,B05,4,12,Credit Card
496,2026-05-21,P024,B02,9,19,QRIS
497,2026-01-26,P011,B03,3,13,Debit Card
498,2026-06-13,P018,B04,5,5,E-Wallet
499,2026-03-12,P014,B01,2,20,Credit Card
500,2026-05-04,P022,B02,8,0,E-Wallet
501,2026-03-13,P019,B01,1,19,QRIS
502,2026-05-22,P025,B05,10,20,Cash
503,2026-03-19,P019,B03,10,9,E-Wallet
504,2026-04-29,P011,B04,1,5,QRIS
505,2026-01-22,P012,B01,9,3,Credit Card
506,2026-06-23,P015,B05,10,18,QRIS
507,2026-03-19,P024,B03,4,2,Credit Card
508,2026-06-19,P006,B04,4,15,QRIS
509,2026-06-25,P011,B03,9,2,QRIS
510,2026-01-14,P013,B02,8,9,Debit Card
511,2026-03-16,P025,B03,8,12,Cash
512,2026-05-20,P006,B03,2,1,Credit Card
513,2026-04-25,P009,B03,8,17,QRIS
514,2026-05-05,P011,B03,7,2,Credit Card
515,2026-04-02,P011,B04,6,2,QRIS
516,2026-05-22,P015,B01,5,1,Debit Card
517,2026-02-27,P005,B05,6,16,Debit Card
518,2026-04-23,P024,B02,10,19,Cash
519,2026-03-29,P018,B03,10,17,Credit Card
520,2026-06-22,P008,B03,10,18,Debit Card
521,2026-02-07,P008,B04,4,12,E-Wallet
522,2026-03-01,P023,B01,8,11,E-Wallet
523,2026-03-01,P004,B02,2,20,Cash
524,2026-01-19,P009,B05,5,6,Cash
525,2026-06-02,P023,B02,2,3,E-Wallet
526,2026-04-18,P013,B04,3,18,QRIS
527,2026-01-31,P011,B01,7,1,Credit Card
528,2026-01-12,P011,B05,6,13,Credit Card
529,2026-04-28,P008,B02,4,13,QRIS
530,2026-02-20,P003,B02,7,19,E-Wallet
531,2026-01-16,P009,B03,7,15,E-Wallet
532,2026-03-28,P025,B01,5,16,E-Wallet
533,2026-02-06,P025,B02,8,12,Credit Card
534,2026-03-13,P019,B03,3,3,QRIS
535,2026-06-21,P025,B04,7,15,Cash
536,2026-04-09,P017,B04,2,20,Cash
537,2026-03-31,P011,B01,6,17,Cash
538,2026-02-09,P025,B03,10,1,Debit Card
539,2026-04-04,P005,B02,9,0,E-Wallet
540,2026-04-20,P020,B03,2,13,QRIS
541,2026-03-05,P023,B05,6,3,Debit Card
542,2026-02-19,P010,B03,4,10,Credit Card
543,2026-01-12,P008,B02,3,4,Debit Card
544,2026-02-24,P001,B04,10,11,E-Wallet
545,2026-05-05,P001,B01,8,7,Debit Card
546,2026-03-26,P019,B04,9,8,Debit Card
547,2026-05-16,P019,B04,2,12,Credit Card
548,2026-05-26,P013,B02,8,18,Cash
549,2026-01-06,P017,B03,10,3,Cash
550,2026-05-22,P020,B03,5,6,E-Wallet
551,2026-03-30,P013,B01,2,16,Cash
552,2026-05-28,P022,B02,2,5,QRIS
553,2026-03-08,P019,B03,9,7,QRIS
554,2026-04-13,P004,B01,6,19,Credit Card
555,2026-05-06,P002,B03,9,20,Debit Card
556,2026-06-24,P020,B02,9,4,Cash
557,2026-01-07,P001,B05,8,15,Cash
558,2026-03-11,P011,B01,1,15,Credit Card
559,2026-05-12,P004,B05,1,6,Debit Card
560,2026-05-25,P018,B03,5,15,Debit Card
561,2026-05-31,P004,B05,5,9,Debit Card
562,2026-01-10,P010,B03,7,5,Credit Card
563,2026-05-16,P015,B03,2,14,E-Wallet
564,2026-06-19,P012,B03,10,6,Debit Card
565,2026-01-09,P016,B03,4,0,Debit Card
566,2026-03-10,P009,B03,9,2,Credit Card
