TransactionID,Date,ProductID,BranchID,Quantity,Discount,PaymentMethod
84,2026-04-30,P010,B01,3,12,Credit Card
85,2026-01-23,P006,B05,5,2,Cash
86,2026-01-08,P015,B02,10,4,QRIS
87,2026-01-10,P022,B04,2,16,Credit Card
88,2026-02-28,P005,B05,5,12,E-Wallet
89,2026-06-05,P006,B01,4,2,Cash
90,2026-02-20,P003,B04,5,2,Credit Card
91,2026-05-13,P010,B01,7,9,Credit Card
92,2026-04-10,P016,B04,8,12,Debit Card
93,2026-01-17,P023,B02,1,2,QRIS
94,2026-05-22,P008,B05,8,15,Credit Card
95,2026-04-16,P010,B03,6,19,E-Wallet
96,2026-04-25,P001,B02,7,4,Debit Card
97,2026-01-27,P006,B04,6,15,E-Wallet
98,2026-01-04,P016,B05,9,9,Debit Card
99,2026-03-24,P018,B02,5,11,Credit Card
100,2026-03-03,P011,B04,2,17,Credit Card
101,2026-02-07,P019,B03,9,4,Cash
102,2026-04-27,P012,B02,7,5,QRIS
103,2026-04-06,P015,B02,6,18,QRIS
104,2026-01-29,P008,B02,2,3,Credit Card
105,2026-04-09,P020,B03,4,17,QRIS
106,2026-06-07,P002,B05,2,20,Debit Card
107,2026-02-13,P024,B05,9,7,Cash
108,2026-04-07,P001,B03,10,15,Debit Card
109,2026-03-20,P014,B02,5,20,Credit Card
110,2026-04-16,P014,B01,9,19,Credit Card
111,2026-05-10,P017,B02,10,6,Debit Card
112,2026-02-25,P018,B02,2,2,QRIS
113,2026-04-11,P025,B03,3,8,QRIS
114,2026-06-23,P015,B04,7,1,QRIS
115,2026-03-01,P013,B03,10,12,Cash
116,2026-06-23,P019,B05,4,8,E-Wallet
117,2026-03-01,P004,B02,2,15,Cash
118,2026-01-01,P025,B05,5,16,Debit Card
119,2026-03-15,P009,B01,8,12,Cash
120,2026-06-19,P001,B04,6,19,E-Wallet
121,2026-05-30,P016,B05,1,0,E-Wallet
122,2026-05-05,P004,B04,2,14,E-Wallet
123,2026-01-28,P011,B03,9,6,Debit Card
124,2026-03-13,P009,B04,1,2,Debit Card
125,2026-01-17,P015,B05,1,20,QRIS
126,2026-03-23,P010,B05,6,3,Debit Card
127,2026-03-15,P016,B05,2,3,Credit Card
128,2026-02-03,P017,B05,9,10,QRIS
129,2026-01-14,P020,B01,10,7,Cash
130,2026-06-01,P016,B01,8,20,Cash
131,2026-06-15,P012,B01,9,7,QRIS
132,2026-06-01,P011,B04,4,14,QRIS
133,2026-02-03,P002,B05,7,6,Debit Card
134,2026-01-30,P001,B04,1,17,Cash
135,2026-04-30,P003,B04,6,7,Credit Card
136,2026-04-12,P020,B05,2,8,Cash
137,2026-05-15,P012,B04,9,9,E-Wallet
138,2026-03-12,P021,B01,9,10,Debit Card
139,2026-06-10,P005,B01,2,9,Debit Card
140,2026-01-29,P019,B01,6,14,E-Wallet
141,2026-04-18,P024,B02,6,16,QRIS
142,2026-06-16,P022,B01,9,0,Cash
143,2026-04-22,P005,B03,4,7,E-Wallet
144,2026-04-11,P008,B04,8,5,Debit Card
145,2026-02-15,P009,B01,2,6,E-Wallet
146,2026-05-25,P007,B04,4,15,Debit Card
147,2026-06-29,P019,B05,8,6,Debit Card
148,2026-01-23,P008,B04,1,16,E-Wallet
149,2026-01-28,P013,B02,3,15,E-Wallet
150,2026-01-27,P015,B02,7,9,Credit Card
151,2026-02-03,P025,B04,3,14,E-Wallet
152,2026-01-14,P014,B05,9,6,QRIS
153,2026-04-02,P009,B04,6,4,E-Wallet
154,2026-03-29,P025,B05,5,2,Credit Card
155,2026-04-24,P003,B04,2,7,Debit Card
156,2026-06-08,P011,B04,7,0,Debit Card
157,2026-04-17,P015,B05,2,18,Credit Card
158,2026-04-17,P024,B04,7,11,Debit Card
159,2026-01-17,P014,B03,6,6,E-Wallet
160,2026-03-21,P025,B04,4,15,QRIS
161,2026-03-09,P001,B02,9,14,Credit Card
162,2026-02-17,P001,B03,4,8,E-Wallet
163,2026-05-17,P019,B05,5,18,QRIS
164,2026-06-17,P011,B05,9,7,Cash
165,2026-01-25,P009,B02,3,7,E-Wallet
166,2026-03-16,P012,B01,10,18,E-Wallet
167,2026-01-06,P023,B04,7,6,E-Wallet
168,2026-06-24,P013,B01,8,14,Cash
169,2026-01-03,P023,B01,6,19,Credit Card
170,2026-02-07,P019,B04,6,16,QRIS
171,2026-02-18,P015,B04,10,10,E-Wallet
172,2026-02-17,P011,B05,2,19,Cash
173,2026-01-08,P005,B02,4,19,Cash
174,2026-06-21,P021,B05,8,13,QRIS
175,2026-01-02,P020,B02,1,18,Debit Card
176,2026-06-17,P014,B01,5,19,E-Wallet
177,2026-03-09,P004,B01,2,7,QRIS
178,2026-05-28,P005,B01,8,14,Debit Card
179,2026-05-25,P005,B03,5,17,QRIS
180,2026-06-13,P005,B02,8,11,Credit Card
181,2026-05-26,P008,B02,8,0,QRIS
182,2026-03-21,P004,B05,10,16,Credit Card
183,2026-03-17,P009,B01,7,5,E-Wallet
184,2026-03-22,P024,B05,10,10,QRIS
185,2026-03-21,P019,B02,5,11,Credit Card
186,2026-06-15,P002,B04,7,5,QRIS
187,2026-02-15,P020,B05,6,18,Debit Card
188,2026-06-21,P016,B04,10,2,QRIS
189,2026-03-10,P023,B02,1,16,E-Wallet
190,2026-01-01,P017,B05,8,3,Credit Card
191,2026-05-22,P020,B01,2,14,E-Wallet
192,2026-05-19,P019,B03,4,2,Cash
193,2026-06-09,P008,B03,5,8,QRIS
194,2026-01-08,P020,B04,4,13,Debit Card
195,2026-05-02,P019,B03,9,17,QRIS
196,2026-04-11,P006,B05,2,13,Debit Card
197,2026-05-07,P021,B03,4,19,Debit Card
198,2026-05-10,P021,B05,7,16,Credit Card
199,2026-02-03,P017,B02,5,12,QRIS
200,2026-06-29,P007,B01,8,8,Cash
201,2026-03-14,P001,B02,4,17,Debit Card
202,2026-04-25,P013,B04,10,20,QRIS
203,2026-06-13,P022,B03,3,3,Debit Card
204,2026-04-09,P009,B04,8,19,Credit Card
205,2026-04-07,P005,B05,1,6,Debit Card
206,2026-03-18,P024,B01,4,16,Debit Card
207,2026-03-24,P023,B04,7,7,Credit Card
208,2026-02-27,P016,B03,3,7,Credit Card
209,2026-04-09,P005,B02,10,19,Credit Card
210,2026-04-09,P001,B03,7,7,Credit Card
211,2026-06-25,P008,B02,1,1,Credit Card
212,2026-05-15,P025,B01,10,1,Credit Card
213,2026-05-25,P023,B05,9,16,E-Wallet
214,2026-05-24,P014,B05,2,5,Cash
215,2026-03-16,P005,B01,9,18,Cash
216,2026-06-11,P006,B02,10,10,E-Wallet
217,2026-03-05,P013,B02,10,1,QRIS
218,2026-01-17,P006,B02,7,8,Credit Card
219,2026-01-06,P013,B05,7,1,Debit Card
220,2026-02-17,P023,B04,9,15,Cash
221,2026-01-11,P001,B04,5,2,Debit Card
222,2026-02-27,P019,B01,1,14,Cash
223,2026-01-13,P004,B02,4,6,QRIS
224,2026-06-08,P002,B03,2,14,QRIS
225,2026-01-21,P006,B04,10,12,E-Wallet
226,2026-03-01,P002,B04,5,20,E-Wallet
227,2026-02-19,P006,B05,6,0,Cash
228,2026-05-31,P022,B02,7,4,E-Wallet
229,2026-04-13,P010,B05,1,19,Credit Card
230,2026-05-09,P013,B04,10,5,Credit Card
231,2026-03-02,P011,B01,3,8,Debit Card
232,2026-05-01,P022,B01,3,2,E-Wallet
233,2026-06-13,P022,B04,1,20,QRIS
234,2026-03-19,P004,B01,9,1,Cash
235,2026-05-31,P018,B03,4,8,E-Wallet
236,2026-04-18,P019,B03,3,5,QRIS
237,2026-02-12,P022,B02,5,17,E-Wallet
238,2026-04-17,P019,B02,2,18,Debit Card
239,2026-06-07,P024,B01,1,16,Debit Card
240,2026-01-21,P015,B03,2,2,QRIS
241,2026-06-23,P015,B02,5,4,Debit Card
242,2026-03-14,P022,B04,9,17,Debit Card
243,2026-04-02,P012,B03,8,3,E-Wallet
244,2026-05-24,P024,B02,4,3,E-Wallet
245,2026-01-31,P015,B03,7,9,QRIS
246,2026-02-10,P025,B05,1,20,Credit Card
247,2026-03-17,P014,B03,1,6,Cash
248,2026-04-13,P003,B03,3,6,QRIS
249,2026-03-27,P008,B02,8,20,Cash
250,2026-01-15,P015,B04,2,20,QRIS
251,2026-03-04,P019,B01,5,11,QRIS
252,2026-01-30,P014,B01,4,16,Debit Card
253,2026-02-14,P011,B04,10,16,Debit Card
254,2026-05-14,P012,B02,2,9,E-Wallet
255,2026-01-01,P017,B05,5,14,Credit Card
256,2026-06-08,P001,B03,6,4,E-Wallet
257,2026-06-27,P001,B02,4,15,E-Wallet
258,2026-03-13,P004,B01,2,6,Credit Card
259,2026-06-13,P002,B02,8,11,Cash
260,2026-02-13,P025,B01,5,14,QRIS
261,2026-03-18,P002,B02,5,18,Cash
262,2026-04-07,P002,B04,4,7,QRIS
263,2026-04-11,P018,B05,9,5,E-Wallet
264,2026-04-26,P010,B03,4,13,Debit Card
265,2026-01-09,P018,B02,2,9,QRIS
266,2026-03-22,P014,B04,10,3,E-Wallet
267,2026-04-22,P003,B02,10,3,E-Wallet
268,2026-03-02,P012,B03,2,9,E-Wallet
269,2026-03-18,P017,B05,3,1,Credit Card
270,2026-02-23,P007,B02,1,18,Debit Card
271,2026-01-01,P015,B03,4,8,QRIS
272,2026-01-12,P012,B02,6,4,QRIS
273,2026-03-17,P009,B04,5,9,Cash
274,2026-04-14,P008,B03,7,18,Debit Card
275,2026-06-26,P020,B01,10,20,Cash
276,2026-05-05,P007,B03,4,7,Credit Card
277,2026-02-27,P012,B02,9,14,QRIS
278,2026-01-23,P001,B02,7,17,E-Wallet
279,2026-05-28,P015,B05,4,14,Cash
280,2026-02-14,P016,B03,6,11,E-Wallet
281,2026-06-27,P018,B01,2,1,Cash
282,2026-02-13,P005,B02,4,2,QRIS
283,2026-06-16,P003,B04,4,20,Debit Card
284,2026-03-17,P004,B02,9,6,Debit Card
285,2026-04-25,P018,B03,2,15,E-Wallet
286,2026-02-25,P001,B04,4,10,Cash
287,2026-04-10,P019,B01,3,15,Credit Card
288,2026-05-21,P006,B02,6,19,Debit Card
289,2026-02-27,P021,B05,4,1,QRIS
290,2026-01-23,P003,B04,10,17,E-Wallet
291,2026-04-11,P022,B05,1,18,QRIS
292,2026-03-28,P022,B04,6,5,Credit Card
293,2026-03-04,P006,B01,3,2,Cash
294,2026-04-22,P013,B03,2,17,Credit Card
295,2026-04-16,P025,B03,4,2,QRIS
296,2026-03-10,P023,B02,5,15,Debit Card
297,2026-01-27,P014,B05,8,14,E-Wallet
298,2026-03-04,P007,B04,7,1,Debit Card
299,2026-06-16,P020,B05,7,0,Debit Card
300,2026-04-27,P024,B05,4,12,Debit Card
301,2026-04-01,P009,B02,9,1,Cash
302,2026-04-14,P012,B03,4,1,Cash
303,2026-01-14,P014,B05,2,9,E-Wallet
304,2026-05-27,P022,B04,1,14,E-Wallet
305,2026-01-11,P018,B05,4,0,Cash
306,2026-06-07,P003,B01,5,20,Credit Card
307,2026-04-06,P017,B04,5,7,E-Wallet
308,2026-04-01,P005,B03,5,3,Cash
309,2026-01-11,P004,B04,2,3,Cash
310,2026-04-08,P022,B01,10,1,E-Wallet
311,2026-03-22,P014,B02,1,17,Credit Card
312,2026-03-30,P011,B03,10,5,Credit Card
313,2026-03-11,P013,B01,1,5,Debit Card
314,2026-06-29,P010,B05,1,5,Cash
315,2026-02-01,P004,B03,8,8,Cash
316,2026-01-19,P003,B03,2,14,E-Wallet
317,2026-03-03,P009,B04,8,7,Credit Card
318,2026-01-27,P007,B05,1,13,E-Wallet
319,2026-06-04,P007,B02,8,7,Debit Card
320,2026-03-06,P023,B04,10,14,Cash
321,2026-05-09,P008,B05,7,8,QRIS
322,2026-03-21,P022,B01,8,14,Cash
323,2026-04-05,P008,B03,1,15,Debit Card
324,2026-02-15,P017,B04,6,1,QRIS
325,2026-03-10,P020,B05,2,16,Cash
326,2026-01-15,P011,B03,4,17,Credit Card
327,2026-03-28,P007,B05,7,6,Cash
328,2026-01-27,P023,B05,6,15,Credit Card
329,2026-01-11,P015,B02,4,4,QRIS
330,2026-06-11,P015,B01,6,5,E-Wallet
331,2026-02-16,P022,B02,4,1,Debit Card
332,2026-05-14,P004,B04,4,6,QRIS
333,2026-02-17,P013,B01,8,18,QRIS
334,2026-02-28,P012,B02,7,16,Debit Card
335,2026-04-08,P011,B03,2,18,Credit Card
336,2026-02-18,P009,B03,9,12,QRIS
337,2026-05-10,P003,B01,4,1,Credit Card
338,2026-06-28,P008,B05,9,1,Credit Card
339,2026-05-13,P010,B04,5,3,Debit Card
340,2026-03-23,P013,B03,7,17,Debit Card
341,2026-02-25,P021,B01,1,3,E-Wallet
342,2026-06-08,P014,B05,1,7,QRIS
343,2026-03-03,P006,B01,7,19,QRIS
344,2026-05-20,P020,B01,7,14,E-Wallet
345,2026-03-30,P012,B04,10,17,Cash
346,2026-01-05,P005,B03,2,13,Credit Card
347,2026-04-14,P012,B04,2,0,Cash
348,2026-03-13,P003,B05,1,16,Cash
349,2026-06-15,P022,B04,2,11,Cash
350,2026-06-10,P003,B02,4,11,QRIS
351,2026-05-10,P003,B01,2,4,Credit Card
352,2026-03-09,P013,B01,4,15,Cash
353,2026-04-12,P008,B02,2,12,Debit Card
354,2026-06-03,P013,B05,9,4,E-Wallet
355,2026-02-20,P012,B04,8,3,Cash
356,2026-02-13,P003,B01,3,8,QRIS
357,2026-02-23,P008,B03,9,8,Cash
358,2026-05-26,P004,B01,3,8,Debit Card
359,2026-01-26,P015,B03,8,4,Debit Card
360,2026-01-10,P017,B01,5,12,Credit Card
361,2026-06-26,P007,B01,2,2,QRIS
362,2026-03-27,P021,B05,10,20,Debit Card
363,2026-03-20,P010,B01,1,6,Cash
364,2026-04-29,P006,B03,7,7,Cash
365,2026-01-12,P009,B03,2,16,E-Wallet
366,2026-01-02,P025,B04,10,18,QRIS
367,2026-02-11,P012,B02,4,8,Cash
368,2026-06-07,P007,B05,6,16,Credit Card
369,2026-01-04,P005,B05,10,3,Cash
370,2026-05-29,P025,B02,8,13,Credit Card
371,2026-06-19,P001,B04,5,12,Credit Card
372,2026-04-04,P015,B04,4,9,Cash
373,2026-02-03,P020,B03,6,20,Credit Card
374,2026-03-31,P021,B01,3,14,E-Wallet
375,2026-02-10,P003,B03,7,14,QRIS
376,2026-04-14,P002,B04,6,17,Credit Card
377,2026-01-19,P019,B04,1,2,E-Wallet
378,2026-05-20,P003,B05,5,17,Cash
379,2026-06-28,P021,B01,10,19,Cash
380,2026-05-28,P020,B04,7,17,E-Wallet
381,2026-05-26,P021,B02,7,6,E-Wallet
382,2026-01-18,P013,B02,5,6,E-Wallet
383,2026-03-10,P008,B03,9,11,QRIS
384,2026-05-15,P013,B01,9,19,E-Wallet
385,2026-06-08,P020,B02,6,9,Debit Card
386,2026-04-08,P018,B04,9,13,Credit Card
387,2026-04-13,P024,B05,3,19,Debit Card
388,2026-01-31,P024,B04,8,16,QRIS
389,2026-04-18,P015,B03,9,6,Cash
390,2026-03-26,P009,B01,6,11,Debit Card
391,2026-04-10,P009,B03,10,16,E-Wallet
392,2026-02-04,P018,B03,10,5,E-Wallet
393,2026-04-17,P022,B02,7,19,Credit Card
394,2026-01-07,P013,B03,3,18,Debit Card
395,2026-04-25,P009,B05,3,3,E-Wallet
396,2026-03-03,P023,B02,8,20,Credit Card
397,2026-04-28,P008,B01,6,14,Credit Card
398,2026-02-13,P015,B03,8,17,Debit Card
399,2026-03-07,P017,B04,6,0,QRIS
400,2026-02-24,P019,B04,5,19,Debit Card
401,2026-02-20,P004,B05,6,18,Cash
402,2026-04-06,P016,B01,7,0,E-Wallet
403,2026-03-22,P007,B03,5,18,E-Wallet
404,2026-03-07,P002,B05,4,15,QRIS
405,2026-04-28,P015,B02,2,7,E-Wallet
406,2026-01-15,P004,B04,2,8,QRIS
407,2026-02-28,P007,B02,5,7,Debit Card
408,2026-01-20,P006,B04,1,1,E-Wallet
409,2026-02-09,P020,B01,7,7,Credit Card
410,2026-05-22,P020,B02,10,12,Credit Card
411,2026-05-07,P002,B04,8,18,Credit Card
412,2026-02-16,P006,B05,8,11,QRIS
413,2026-03-11,P004,B04,10,13,Credit Card
414,2026-05-18,P007,B03,3,0,E-Wallet
415,2026-06-23,P017,B04,8,20,Credit Card
416,2026-02-12,P019,B05,6,3,QRIS
417,2026-05-31,P019,B05,5,18,Debit Card
418,2026-05-20,P001,B01,4,17,Credit Card
419,2026-05-08,P001,B01,7,15,Credit Card
420,2026-02-03,P015,B02,8,14,Cash
421,2026-03-24,P013,B02,9,3,Debit Card
422,2026-05-01,P005,B04,9,6,Cash
423,2026-04-19,P011,B01,7,19,E-Wallet
424,2026-05-30,P017,B03,4,18,QRIS
425,2026-01-18,P001,B05,4,11,Credit Card
426,2026-02-06,P014,B02,3,17,Cash
427,2026-02-08,P017,B05,3,12,Credit Card
428,2026-05-19,P007,B03,5,15,QRIS
429,2026-03-04,P022,B04,3,3,Debit Card
430,2026-04-29,P003,B04,6,12,QRIS
431,2026-05-14,P003,B04,7,16,QRIS
432,2026-01-26,P018,B01,2,1,Credit Card
433,2026-06-16,P016,B01,5,13,Debit Card
434,2026-02-12,P018,B03,8,13,QRIS
435,2026-03-18,P019,B04,4,4,QRIS
436,2026-06-28,P012,B05,5,0,Cash
437,2026-06-15,P012,B03,1,19,E-Wallet
438,2026-01-22,P012,B01,2,2,Credit Card
439,2026-03-07,P021,B04,4,1,Cash
440,2026-03-09,P021,B01,4,4,Cash
441,2026-06-14,P017,B01,5,19,Cash
442,2026-05-27,P025,B04,9,14,Credit Card
443,2026-04-11,P001,B02,1,19,Cash
444,2026-03-11,P025,B02,5,6,Credit Card
445,2026-04-24,P015,B05,1,9,QRIS
446,2026-06-10,P009,B03,4,15,Cash
447,2026-03-25,P005,B03,8,18,E-Wallet
448,2026-05-04,P017,B04,4,7,QRIS
449,2026-02-20,P020,B05,8,7,E-Wallet
450,2026-06-04,P021,B05,10,4,Credit Card
451,2026-05-03,P011,B01,7,1,Credit Card
452,2026-03-05,P025,B03,6,5,E-Wallet
453,2026-02-14,P007,B02,10,8,Credit Card
454,2026-03-23,P015,B05,4,14,QRIS
455,2026-03-11,P001,B05,8,2,QRIS
456,2026-06-16,P004,B02,6,18,Debit Card
457,2026-05-25,P006,B05,9,17,QRIS
458,2026-06-17,P024,B04,4,0,Debit Card
459,2026-04-19,P002,B03,6,17,Cash
460,2026-04-19,P014,B05,9,2,Credit Card
461,2026-02-14,P019,B05,10,7,Cash
462,2026-06-08,P005,B05,2,8,Cash
463,2026-05-15,P018,B03,8,11,Debit Card
464,2026-01-19,P013,B03,7,12,Debit Card
465,2026-02-24,P025,B05,8,7,Credit Card
466,2026-01-24,P005,B02,6,0,Debit Card
467,2026-04-05,P024,B01,10,20,QRIS
468,2026-02-25,P018,B03,7,16,E-Wallet
469,2026-01-28,P001,B01,5,12,QRIS
470,2026-02-25,P016,B05,6,18,E-Wallet
471,2026-03-07,P018,B01,4,8,E-Wallet
472,2026-03-28,P003,B05,9,1,QRIS
473,2026-01-29,P023,B04,1,12,Debit Card
474,2026-03-25,P025,B05,3,11,Debit Card
475,2026-01-12,P021,B01,10,15,Credit Card
476,2026-05-08,P014,B03,10,5,Cash
477,2026-03-31,P018,B04,2,15,Debit Card
478,2026-01-17,P008,B03,2,8,Cash
479,2026-04-01,P005,B04,8,6,Cash
480,2026-01-01,P021,B05,10,8,E-Wallet
481,2026-04-04,P019,B05,10,20,QRIS
482,2026-05-13,P025,B03,2,14,Credit Card
483,2026-02-23,P015,B01,5,13,E-Wallet
484,2026-06-15,P003,B01,4,9,Debit Card
485,2026-01-22,P015,B03,4,5,Debit Card
486,2026-01-14,P021,B01,2,15,QRIS
487,2026-06-10,P019,B05,5,16,QRIS
488,2026-02-06,P007,B03,1,9,Cash
489,2026-04-29,P025,B01,10,0,Cash
490,2026-02-26,P005,B04,1,16,Debit Card
491,2026-02-17,P013,B05,10,17,QRIS
492,2026-05-23,P022,B02,1,19,E-Wallet
493,2026-01-24,P004,B01,3,10,Debit Card
494,2026-03-24,P003,B01,7,17,Credit Card
495,2026-06-28,P006,B02,3,10,Cash
496,2026-05-19,P018,B01,4,4,Debit Card
497,2026-04-28,P001,B02,1,10,Cash
498,2026-06-28,P012,B02,10,5,Cash
499,2026-02-06,P014,B03,6,1,Cash
500,2026-04-07,P008,B03,10,7,Credit Card
501,2026-02-01,P017,B05,4,1,Debit Card
502,2026-03-16,P012,B03,5,7,Cash
503,2026-01-02,P018,B04,1,12,Cash
504,2026-02-17,P023,B05,9,7,E-Wallet
505,2026-05-14,P024,B03,9,9,QRIS
506,2026-02-01,P015,B04,4,8,Credit Card
507,2026-02-24,P012,B04,4,14,Credit Card
508,2026-05-12,P006,B05,10,16,QRIS
509,2026-04-15,P006,B03,7,1,Debit Card
510,2026-04-07,P006,B05,7,4,E-Wallet
511,2026-01-21,P006,B04,5,3,Cash
512,2026-03-24,P003,B01,6,12,E-Wallet
513,2026-01-29,P008,B04,1,15,Debit Card
514,2026-05-02,P006,B03,4,19,Credit Card
515,2026-06-29,P006,B04,8,7,E-Wallet
516,2026-06-14,P017,B03,5,7,E-Wallet
517,2026-02-04,P015,B05,5,9,Debit Card
518,2026-06-02,P002,B02,1,5,Credit Card
519,2026-02-16,P022,B05,5,13,E-Wallet
520,2026-01-13,P025,B02,6,17,QRIS
521,2026-05-02,P001,B02,3,13,Credit Card
522,2026-04-19,P020,B04,2,20,Credit Card
523,2026-05-14,P016,B03,1,3,QRIS
524,2026-02-28,P011,B03,3,14,Cash
525,2026-01-02,P014,B05,3,8,Cash
526,2026-06-22,P018,B03,7,0,Debit Card
527,2026-04-10,P018,B03,4,8,Cash
528,2026-05-15,P010,B02,4,2,Debit Card
529,2026-05-15,P006,B02,1,1,Credit Card
530,2026-03-10,P002,B03,8,6,E-Wallet
531,2026-03-09,P009,B01,3,1,Credit Card
532,2026-02-12,P011,B02,8,16,QRIS
533,2026-02-14,P015,B05,2,7,QRIS
534,2026-04-23,P024,B04,9,12,Debit Card
535,2026-06-29,P018,B04,8,6,Cash
536,2026-01-23,P014,B01,9,0,Debit Card
537,2026-05-09,P024,B01,4,17,Debit Card
538,2026-04-15,P016,B02,5,17,Debit Card
539,2026-01-06,P022,B04,6,14,Credit Card
540,2026-05-10,P018,B03,7,17,Credit Card
541,2026-06-16,P024,B01,3,5,Debit Card
542,2026-02-11,P010,B03,4,3,Debit Card
543,2026-01-31,P001,B04,8,0,Cash
544,2026-01-13,P003,B03,9,1,E-Wallet
545,2026-06-10,P003,B01,2,20,E-Wallet
546,2026-01-17,P020,B05,3,12,E-Wallet
547,2026-01-03,P022,B02,7,19,QRIS
548,2026-04-08,P003,B04,4,4,Debit Card
549,2026-05-15,P014,B04,9,4,Debit Card
550,2026-01-05,P003,B01,9,20,QRIS
551,2026-01-16,P017,B03,8,13,E-Wallet
552,2026-03-29,P023,B05,3,7,E-Wallet
553,2026-03-14,P017,B02,10,3,E-Wallet
554,2026-04-04,P003,B03,1,13,Debit Card
555,2026-06-17,P021,B05,6,17,Cash
556,2026-05-03,P020,B01,1,19,Credit Card
557,2026-03-10,P016,B02,5,14,Credit Card
558,2026-01-10,P001,B04,9,15,Debit Card
559,2026-04-21,P013,B03,8,0,Credit Card
560,2026-01-14,P024,B05,9,9,Debit Card
561,2026-06-21,P015,B03,10,11,Cash
562,2026-05-19,P009,B02,7,11,Cash
563,2026-06-23,P021,B02,1,4,Credit Card
564,2026-05-29,P022,B03,10,3,Cash
565,2026-06-09,P020,B03,7,4,Debit Card
